command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,canary_triggered,bytes_sent,bytes_received,actual_label,predicted_anomaly,threat_score,threat_level
18,101,7,12,6,4,4,443,0,1383,4287,1,1,47.64,Medium
13,103,3,6,3,5,1,22,0,1039,10929,0,1,39.64,Medium
9,207,5,7,5,3,2,22,0,5966,13957,0,1,41.89,Medium
32,179,2,7,5,5,3,22,0,5776,43025,0,1,46.76,Medium
14,223,2,10,7,7,2,80,0,1998,7604,0,1,39.57,Medium
18,167,2,18,9,8,4,80,0,5491,9519,0,-1,51.5,Medium
16,218,1,10,3,8,2,80,0,13713,1699,0,1,44.69,Medium
12,192,2,9,10,5,1,80,0,853,8888,0,1,42.82,Medium
8,275,4,5,5,10,1,22,0,1349,9687,0,1,46.81,Medium
16,102,1,7,4,5,3,80,0,4824,11232,0,1,41.07,Medium
19,166,4,6,1,6,3,22,0,3285,1072,0,1,41.66,Medium
21,238,1,8,9,5,1,22,0,1038,819,0,1,42.2,Medium
14,265,6,8,7,1,3,22,0,383,4354,0,1,43.97,Medium
8,293,5,9,6,10,1,443,0,2329,21800,0,1,48.97,Medium
23,26,3,9,7,4,2,22,0,8247,8342,1,1,40.96,Medium
14,275,5,9,3,0,0,22,0,1182,7551,0,1,45.45,Medium
21,377,3,9,7,4,3,22,0,404,3038,1,1,41.26,Medium
14,679,4,8,1,6,1,22,0,4642,16051,0,1,46.92,Medium
17,828,2,10,7,4,2,80,0,1414,10224,0,1,46.33,Medium
23,446,5,6,4,4,2,22,0,8466,7571,0,1,41.1,Medium
21,197,1,5,6,4,4,80,0,5882,9877,0,1,42.51,Medium
26,186,0,10,3,7,5,22,0,5358,1723,0,1,49.62,Medium
15,92,1,8,3,6,1,8080,0,1311,13792,1,-1,53.62,Medium
22,376,6,9,3,1,1,80,0,3798,11442,1,1,44.79,Medium
16,120,0,6,7,3,3,22,0,8423,9355,0,1,44.17,Medium
19,103,4,6,3,1,1,22,0,1377,10279,0,1,40.26,Medium
23,79,2,4,6,2,2,22,0,1080,19002,0,1,40.5,Medium
17,80,5,4,1,3,4,443,0,1865,48793,1,1,48.72,Medium
18,106,1,9,2,4,1,22,0,514,11369,0,1,41.45,Medium
13,281,4,17,6,4,1,22,0,2005,6830,1,1,44.85,Medium
15,149,2,9,2,4,3,22,0,2943,9322,0,1,40.14,Medium
16,218,4,7,9,6,3,22,0,6440,14245,0,1,41.88,Medium
13,171,3,8,3,5,1,22,0,5654,4736,0,1,39.26,Medium
20,210,3,9,4,3,2,22,0,4050,3103,1,1,37.89,Medium
28,86,5,9,6,3,2,22,0,5542,12080,0,1,43.49,Medium
19,118,2,9,3,5,2,443,0,7678,1756,0,1,41.99,Medium
15,132,3,3,2,2,2,22,0,1092,929,0,1,42.32,Medium
13,74,2,10,10,7,0,22,0,2140,6308,0,1,44.28,Medium
10,488,3,11,7,3,1,22,0,2810,2767,0,1,45.23,Medium
20,130,2,3,3,2,4,22,0,13780,11271,0,1,44.55,Medium
21,445,3,5,3,5,3,22,0,701,9846,0,1,41.33,Medium
13,165,3,10,6,7,3,80,0,16281,30095,1,1,44.11,Medium
18,62,4,11,7,3,5,443,0,1294,939,1,1,46.86,Medium
9,213,2,11,7,2,0,22,0,456,2194,0,1,45.78,Medium
15,307,2,11,4,6,2,22,0,1750,4660,0,1,39.79,Medium
13,876,9,6,3,3,2,22,0,702,32777,0,-1,54.08,Medium
12,129,2,9,11,3,2,22,0,3201,15939,0,1,43.4,Medium
17,55,2,2,3,3,4,443,0,4768,7499,0,1,46.22,Medium
19,315,3,10,6,2,2,80,0,695,1296,0,1,40.37,Medium
21,124,3,9,5,5,3,22,0,4475,6852,1,1,38.44,Medium
21,131,2,8,5,3,1,22,0,7055,1208,0,1,38.62,Medium
19,112,2,11,6,3,2,22,0,1109,967,0,1,40.05,Medium
16,257,3,6,9,1,5,80,0,1586,1081,0,1,46.32,Medium
15,130,1,9,4,7,1,22,0,1497,53285,0,1,43.28,Medium
20,78,5,8,7,4,1,22,0,1094,4345,0,1,40.03,Medium
7,45,5,3,4,5,0,80,0,15028,42549,0,-1,52.93,Medium
17,241,4,12,4,1,1,22,0,1828,7840,1,1,40.91,Medium
15,539,4,8,9,2,1,80,0,30055,1861,0,-1,52.23,Medium
18,245,6,6,7,4,5,22,0,2125,15479,0,1,45.27,Medium
21,326,4,10,6,3,1,80,0,14641,13995,0,1,41.67,Medium
17,255,2,11,3,5,3,8080,0,2573,5149,0,-1,53,Medium
26,171,4,8,5,6,0,22,0,885,19476,0,1,42.88,Medium
21,165,1,13,1,6,3,22,0,548,13125,0,1,46.74,Medium
16,121,2,9,4,3,2,22,1,3369,26736,1,-1,51.74,Medium
22,143,4,7,3,3,2,22,0,9151,11495,0,1,39.04,Medium
20,170,5,9,4,5,1,443,0,1465,5997,0,1,41.29,Medium
22,141,5,8,6,3,0,22,0,35198,6366,0,1,48.15,Medium
15,187,3,9,6,5,2,22,0,2621,9199,1,1,37.88,Medium
20,81,3,7,5,11,1,22,0,1149,8609,1,1,43.61,Medium
22,238,2,9,4,3,2,80,0,1630,1319,0,1,39.1,Medium
20,123,2,18,4,4,0,22,0,5896,33037,0,1,47.92,Medium
18,66,0,12,2,2,0,22,0,2315,6381,0,1,47.12,Medium
17,638,6,9,2,1,0,22,0,2719,1657,0,1,49.45,Medium
16,319,3,9,3,7,2,443,0,77,7684,0,1,43.86,Medium
15,92,2,6,6,3,0,22,1,9289,7374,0,-1,53.69,Medium
